seqnames	start	end	width	strand	fold_change	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	gene_symbol
chr1	6505118	6509133	4016	*	1.49756416655029	3.65330799161662e-10	Promoter (<=1kb)	1	6467122	6506158	39037	2	57449	ENST00000673471.2	0	ENSG00000171680	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5	PLEKHG5
chr9	136351220	136356145	4926	*	1.60048915208422	3.69489061364447e-10	Promoter (<=1kb)	9	136353057	136359605	6549	1	26086	ENST00000429455.5	0	ENSG00000160360	GPSM1	G protein signaling modulator 1	GPSM1
chr9	34656777	34658692	1916	*	1.47512801666114	3.74491328315285e-10	Promoter (<=1kb)	9	34658178	34661886	3709	1	3590	ENST00000686794.1	0	ENSG00000137070	IL11RA	interleukin 11 receptor subunit alpha	IL11RA
chr5	154480521	154486677	6157	*	1.15979985241133	3.74491328315285e-10	Promoter (2-3kb)	5	154474972	154478227	3256	2	9421	ENST00000231121.3	-2294	ENSG00000113196	HAND1	heart and neural crest derivatives expressed 1	HAND1
chr17	76535291	76541170	5880	*	1.33294017656128	3.77210268955248e-10	Promoter (<=1kb)	17	76527356	76537709	10354	2	114757	ENST00000293230.10	0	ENSG00000161544	CYGB	cytoglobin	CYGB
chr11	19773513	19775526	2014	*	1.53811171792894	3.93572312796278e-10	Promoter (2-3kb)	11	19777802	19880127	102326	1	89797	ENST00000534229.1	-2276	ENSG00000166833	NAV2	neuron navigator 2	NAV2
chr2	219514080	219517196	3117	*	1.43286694405804	4.08932894339109e-10	Promoter (<=1kb)	2	219482073	219516877	34805	2	105373885	ENST00000429882.1	0	NA	ASIC4-AS1	ASIC4 antisense RNA 1	ASIC4-AS1
chr10	132450821	132453519	2699	*	1.44979436831215	4.26609720023064e-10	Distal Intergenic	10	132446985	132448940	1956	1	170393	ENST00000701813.1	3836	NA	LINC02870	long intergenic non-protein coding RNA 2870	LINC02870
chr2	232378124	232383299	5176	*	1.45087980627539	4.31365130684556e-10	Promoter (<=1kb)	2	232378724	232379784	1061	1	250	ENST00000474529.1	0	ENSG00000163283	ALPP	alkaline phosphatase, placental	ALPP
chr15	64772445	64774482	2038	*	1.28585286405715	4.4131849092823e-10	Promoter (1-2kb)	15	64739891	64775589	35699	2	348093	ENST00000300069.5	1107	ENSG00000166831	RBPMS2	RNA binding protein, mRNA processing factor 2	RBPMS2
chr4	2432704	2437656	4953	*	1.48615501797068	4.41635082234124e-10	Exon (ENST00000635017.1/402160, exon 3 of 15)	4	2443197	2450356	7160	1	402160	ENST00000514556.5	-5541	ENSG00000206113	CFAP99	cilia and flagella associated protein 99	CFAP99
chr10	132796574	132800840	4267	*	1.51063859144145	4.47603710326727e-10	Distal Intergenic	10	132783181	132786147	2967	2	84504	ENST00000368592.8	-10427	ENSG00000148826	NKX6-2	NK6 homeobox 2	NKX6-2
chr19	35073402	35076864	3463	*	1.43272619041163	4.58421967689617e-10	Intron (ENST00000666194.1/100128675, intron 2 of 4)	19	35090930	35105736	14807	1	124904701	ENST00000648691.1	-14066	ENSG00000179066	LOC124904701	hepatitis A virus cellular receptor 1-like	LOC124904701
chr4	827718	829297	1580	*	1.46051785660253	4.58421967689617e-10	Promoter (1-2kb)	4	784957	826129	41173	2	10815	ENST00000304062.11	-1589	ENSG00000168993	CPLX1	complexin 1	CPLX1
chr8	143940470	143946307	5838	*	1.47717515348996	4.7050102338659e-10	Promoter (<=1kb)	8	143915153	143942524	27372	2	5339	ENST00000357649.6	0	ENSG00000178209	PLEC	plectin	PLEC
chr3	183141860	183145330	3471	*	1.2408121412472	4.74281003902732e-10	Intron (ENST00000265598.8/27074, intron 3 of 5)	3	183123925	183162015	38091	2	27074	ENST00000466939.1	16685	ENSG00000078081	LAMP3	lysosomal associated membrane protein 3	LAMP3
chr9	134232956	134234675	1720	*	1.45721106027342	4.74312983785785e-10	Distal Intergenic	9	134293931	134295397	1467	2	105376310	ENST00000417135.1	60722	ENSG00000223729	LINC02247	long intergenic non-protein coding RNA 2247	LINC02247
chr1	2473577	2475521	1945	*	1.57585630396438	4.74312983785785e-10	Promoter (<=1kb)	1	2476289	2505532	29244	1	9651	ENST00000378486.8	-768	ENSG00000149527	PLCH2	phospholipase C eta 2	PLCH2
chr1	6257665	6259904	2240	*	1.48345034248041	4.76443384445073e-10	Promoter (1-2kb)	1	6247353	6261098	13746	2	387509	ENST00000377893.3	1194	ENSG00000158292	GPR153	G protein-coupled receptor 153	GPR153
chr22	23398183	23401508	3326	*	1.47025123989116	4.86421197687363e-10	Promoter (<=1kb)	22	23392585	23399608	7024	2	150244	ENST00000456279.1	0	ENSG00000290920	ZDHHC8BP	ZDHHC8B, pseudogene	ZDHHC8BP
chr4	993822	998532	4711	*	1.38766815621839	4.91760987600681e-10	Promoter (<=1kb)	4	979406	993440	14035	2	10861	ENST00000622731.4	-382	ENSG00000145217	SLC26A1	solute carrier family 26 member 1	SLC26A1
chr11	2152224	2158713	6490	*	1.39536983586958	5.14636020186508e-10	Promoter (<=1kb)	11	2132500	2158391	25892	2	3481	ENST00000481781.3	0	ENSG00000167244	IGF2	insulin like growth factor 2	IGF2
chr7	914156	916639	2484	*	1.43661485178376	5.17068871240178e-10	Intron (ENST00000265846.10/11033, intron 4 of 10)	7	897901	920889	22989	2	11033	ENST00000617043.4	4250	ENSG00000105963	ADAP1	ArfGAP with dual PH domains 1	ADAP1
chr19	1288084	1289511	1428	*	1.56464861659827	5.17768595855542e-10	Promoter (2-3kb)	19	1285873	1301431	15559	1	1943	ENST00000215368.4	2211	ENSG00000099617	EFNA2	ephrin A2	EFNA2
chr10	86680584	86684635	4052	*	1.36362803646161	5.35358075732997e-10	Exon (ENST00000685347.1/11155, exon 14 of 17)	10	86689247	86700036	10790	1	11155	ENST00000687598.1	-4612	ENSG00000122367	LDB3	LIM domain binding 3	LDB3
chr17	17366838	17373362	6525	*	1.16145143803332	5.48412054869244e-10	Distal Intergenic	17	17345269	17347152	1884	1	56953	ENST00000480529.1	21569	ENSG00000205309	NT5M	5',3'-nucleotidase, mitochondrial	NT5M
chr20	62641786	62645357	3572	*	1.37455543124308	5.55868648991413e-10	Promoter (<=1kb)	20	62642503	62672293	29791	1	28231	ENST00000217159.6	0	ENSG00000101187	SLCO4A1	solute carrier organic anion transporter family member 4A1	SLCO4A1
chr15	89492942	89494278	1337	*	1.43715356919521	5.76766357746165e-10	Promoter (2-3kb)	15	89471398	89496571	25174	2	51458	ENST00000560081.5	2293	ENSG00000140519	RHCG	Rh family C glycoprotein	RHCG
chr11	1540076	1546227	6152	*	1.27375251106518	5.91300553457079e-10	Distal Intergenic	11	1557523	1559443	1921	2	1850	ENST00000528778.1	13216	ENSG00000184545	DUSP8	dual specificity phosphatase 8	DUSP8
chr8	144056087	144064392	8306	*	1.45132267677881	6.01495891767146e-10	Promoter (<=1kb)	8	144057321	144057380	60	2	102465509	ENST00000613469.1	0	ENSG00000277888	MIR6846	microRNA 6846	MIR6846
chr22	50171339	50174342	3004	*	1.59885303952141	6.09217945644381e-10	Promoter (<=1kb)	22	50170761	50179598	8838	1	56666	ENST00000402472.2	578	ENSG00000073150	PANX2	pannexin 2	PANX2
chr22	50044951	50046629	1679	*	1.56066317111261	6.22934454273344e-10	Exon (ENST00000433387.2/164714, exon 7 of 14)	22	50047168	50050218	3051	2	164714	ENST00000477219.1	3589	ENSG00000138892	TTLL8	tubulin tyrosine ligase like 8	TTLL8
chr16	799304	801377	2074	*	1.51873675983771	6.63947008277641e-10	Promoter (<=1kb)	16	798041	800734	2694	2	51764	ENST00000248150.5	0	ENSG00000127588	GNG13	G protein subunit gamma 13	GNG13
chr4	787297	790882	3586	*	1.43619537545718	6.9352391614689e-10	Promoter (<=1kb)	4	789211	797153	7943	1	105374339	ENST00000702281.1	0	NA	LOC105374339	uncharacterized LOC105374339	LOC105374339
chr14	104639048	104643849	4802	*	1.37513383065372	6.97862912638189e-10	Distal Intergenic	14	104661120	104665558	4439	2	101929634	ENST00000564585.1	21709	ENSG00000260792	LINC02280	long intergenic non-protein coding RNA 2280	LINC02280
chr6	167576269	167578715	2447	*	1.45382969526534	6.99384542651446e-10	Distal Intergenic	6	167678198	167679622	1425	1	124901465	ENST00000662677.3	-99483	NA	LOC124901465	uncharacterized LOC124901465	LOC124901465
chr6	32050889	32054513	3625	*	1.25822272149226	7.07021969804427e-10	Exon (ENST00000644971.2/7148, exon 25 of 44)	6	32041155	32046607	5453	2	7148	ENST00000490077.5	-4282	ENSG00000168477	TNXB	tenascin XB	TNXB
chr17	82006692	82008340	1649	*	1.51266145124289	7.4250955733516e-10	Promoter (<=1kb)	17	82007435	82017403	9969	1	79058	ENST00000581608.5	0	ENSG00000169696	ASPSCR1	ASPSCR1 tether for SLC2A4, UBX domain containing	ASPSCR1
chr7	150953398	150954983	1586	*	1.41975530134273	7.52595976311111e-10	Promoter (<=1kb)	7	150951728	150952874	1147	2	3757	ENST00000684116.1	-524	ENSG00000055118	KCNH2	potassium voltage-gated channel subfamily H member 2	KCNH2
chr4	2263807	2267713	3907	*	1.52378655387551	7.54043944430696e-10	Promoter (1-2kb)	4	2247432	2262109	14678	2	10608	ENST00000337190.7	-1698	ENSG00000123933	MXD4	MAX dimerization protein 4	MXD4
chr9	136972911	136975513	2603	*	1.58758854851197	7.61269318057381e-10	Promoter (<=1kb)	9	136975092	136979021	3930	1	124902312	ENST00000640716.1	0	NA	LOC124902312	uncharacterized LOC124902312	LOC124902312
chr22	50482391	50488266	5876	*	1.34182276757092	7.70485674161038e-10	Promoter (<=1kb)	22	50486784	50490036	3253	1	55586	ENST00000395733.7	0	ENSG00000100253	MIOX	myo-inositol oxygenase	MIOX
chr5	1723109	1726254	3146	*	1.46981215626146	7.91748622667211e-10	Exon (ENST00000565428.1/ENST00000565428.1, exon 1 of 1)	5	1708785	1708868	84	2	100422966	ENST00000578298.1	-14241	ENSG00000263746	MIR4277	microRNA 4277	MIR4277
chr17	43740125	43745075	4951	*	1.24005914262508	8.07416367201557e-10	Distal Intergenic	17	43753738	43758791	5054	2	50964	ENST00000301691.3	13716	ENSG00000167941	SOST	sclerostin	SOST
chr17	78230640	78236378	5739	*	1.33231243582745	8.25977437301304e-10	Promoter (<=1kb)	17	78231310	78240987	9678	1	283999	ENST00000586400.5	0	ENSG00000204278	TMEM235	transmembrane protein 235	TMEM235
chr17	79452433	79457164	4732	*	1.40787200355535	8.58386915139826e-10	Intron (ENST00000583458.5/146713, intron 1 of 13)	17	79089345	79482598	393254	2	146713	ENST00000583458.5	25434	ENSG00000167281	RBFOX3	RNA binding fox-1 homolog 3	RBFOX3
chr14	69333077	69336190	3114	*	1.36020788966335	8.66829429206412e-10	Promoter (<=1kb)	14	69332522	69339623	7102	1	57452	ENST00000556677.1	555	ENSG00000100626	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16	GALNT16
chr15	89365343	89373049	7707	*	1.31771602324473	8.7276296087251e-10	Promoter (<=1kb)	15	89368082	89398484	30403	1	254559	ENST00000654079.1	0	ENSG00000255571	MIR9-3HG	MIR9-3 host gene	MIR9-3HG
chr16	272448	276740	4293	*	1.59081336252887	9.26856137161322e-10	Promoter (<=1kb)	16	268301	275940	7640	2	8786	ENST00000168869.12	0	ENSG00000076344	RGS11	regulator of G protein signaling 11	RGS11
chr11	1925673	1929958	4286	*	1.55673633720373	9.28275195599043e-10	Promoter (<=1kb)	11	1927822	1938483	10662	1	7140	ENST00000639560.1	0	ENSG00000130595	TNNT3	troponin T3, fast skeletal type	TNNT3
chr1	3034408	3038435	4028	*	1.41953802425618	9.57513722055724e-10	Distal Intergenic	1	3021467	3022903	1437	1	140625	ENST00000378404.4	12941	ENSG00000169717	ACTRT2	actin related protein T2	ACTRT2
chr5	3268041	3271417	3377	*	1.51060369296546	9.57513722055724e-10	Distal Intergenic	5	3179449	3181489	2041	1	102467074	ENST00000692105.1	88592	ENSG00000249808	LINC01377	long intergenic non-protein coding RNA 1377	LINC01377
chr5	154516699	154524048	7350	*	1.15895983798416	9.58845577627749e-10	Distal Intergenic	5	154474972	154478227	3256	2	9421	ENST00000231121.3	-38472	ENSG00000113196	HAND1	heart and neural crest derivatives expressed 1	HAND1
chr4	845462	848405	2944	*	1.61463934080859	9.91740225171732e-10	Promoter (<=1kb)	4	843963	846294	2332	2	105374340	ENST00000651141.1	0	NA	LOC105374340	uncharacterized LOC105374340	LOC105374340
chr1	6103227	6105096	1870	*	1.6766910211173	1.03564298863631e-09	Promoter (1-2kb)	1	6105081	6106772	1692	2	26038	ENST00000475121.1	1676	ENSG00000116254	CHD5	chromodomain helicase DNA binding protein 5	CHD5
chr4	3461097	3466927	5831	*	1.37910173609368	1.03564298863631e-09	Promoter (<=1kb)	4	3463306	3494482	31177	1	285489	ENST00000340083.6	0	ENSG00000175920	DOK7	docking protein 7	DOK7
chr5	472173	475756	3584	*	1.53185505894464	1.0452652643762e-09	Promoter (<=1kb)	5	473236	480467	7232	1	100288152	ENST00000607286.5	0	NA	SLC9A3-AS1	SLC9A3 antisense RNA 1	SLC9A3-AS1
chr1	18642400	18647366	4967	*	1.19283623549936	1.04837629910793e-09	Intron (ENST00000420770.7/5081, intron 4 of 8)	1	18631524	18736102	104579	1	5081	ENST00000400661.3	10876	ENSG00000009709	PAX7	paired box 7	PAX7
chr22	20159497	20161082	1586	*	1.79199942747472	1.05552571555737e-09	Distal Intergenic	22	20148416	20151055	2640	2	388849	ENST00000439765.4	-8442	ENSG00000234409	CCDC188	coiled-coil domain containing 188	CCDC188
chr2	43851506	43855071	3566	*	1.38854706569751	1.06667982888173e-09	Exon (ENST00000644611.1/64241, exon 4 of 9)	2	43838971	43882988	44018	1	64241	ENST00000272286.4	12535	ENSG00000143921	ABCG8	ATP binding cassette subfamily G member 8	ABCG8
chr21	45378313	45381500	3188	*	1.46623465142448	1.07996179166059e-09	Exon (ENST00000456613.1/ENST00000456613.1, exon 1 of 2)	21	45405165	45513720	108556	1	80781	ENST00000651438.1	-23665	ENSG00000182871	COL18A1	collagen type XVIII alpha 1 chain	COL18A1
chr17	68195247	68201251	6005	*	1.22737331419473	1.10333309806213e-09	Promoter (<=1kb)	17	68198921	68199596	676	1	440461	ENST00000589904.1	0	NA	ARHGAP27P2	Rho GTPase activating protein 27 pseudogene 2	ARHGAP27P2
chr1	33055238	33061395	6158	*	1.15969073784536	1.17703782738358e-09	Intron (ENST00000548559.1/204, intron 2 of 4)	1	33008892	33037004	28113	2	204	ENST00000354858.11	-18234	ENSG00000004455	AK2	adenylate kinase 2	AK2
chr4	2422590	2427322	4733	*	1.46934656348479	1.19516632885949e-09	Promoter (<=1kb)	4	2426521	2450360	23840	1	402160	ENST00000511731.5	0	ENSG00000206113	CFAP99	cilia and flagella associated protein 99	CFAP99
chr11	394866	397623	2758	*	1.58499318672046	1.203327584174e-09	Promoter (<=1kb)	11	396151	396985	835	1	11187	ENST00000530695.1	0	ENSG00000184363	PKP3	plakophilin 3	PKP3
chrX	153636385	153637782	1398	*	1.637395795757	1.21315294576588e-09	Distal Intergenic	23	153642492	153648013	5522	1	1852	ENST00000477033.1	-4710	ENSG00000130829	DUSP9	dual specificity phosphatase 9	DUSP9
chr22	43205144	43212179	7036	*	1.52898308992451	1.2336255880183e-09	Promoter (<=1kb)	22	43212674	43213661	988	1	105373051	ENST00000420269.1	-495	ENSG00000236272	SCUBE1-AS2	SCUBE1 antisense RNA 2	SCUBE1-AS2
chr15	40934639	40940774	6136	*	1.29712561395392	1.29420966034247e-09	3' UTR	15	40930880	40934921	4042	1	54567	ENST00000559440.1	3759	ENSG00000128917	DLL4	delta like canonical Notch ligand 4	DLL4
chr20	63310751	63315291	4541	*	1.41250681852813	1.30302955610966e-09	Exon (ENST00000358894.11/57642, exon 12 of 36)	20	63319086	63328498	9413	1	57642	ENST00000415763.5	-3795	ENSG00000101203	COL20A1	collagen type XX alpha 1 chain	COL20A1
chr17	81806248	81807576	1329	*	1.49160588665435	1.30302955610966e-09	Promoter (1-2kb)	17	81805087	81810901	5815	1	2642	ENST00000573428.1	1161	ENSG00000215644	GCGR	glucagon receptor	GCGR
chr6	167756068	167763819	7752	*	1.27878998287852	1.33893909536851e-09	Distal Intergenic	6	167751310	167752105	796	1	107986547	ENST00000700873.1	4758	ENSG00000289838	LOC107986547	uncharacterized LOC107986547	LOC107986547
chr22	39663086	39666167	3082	*	1.50971341424275	1.3840998847994e-09	Exon (ENST00000407673.5/8911, exon 18 of 35)	22	39642797	39643512	716	1	8911	ENST00000471970.1	20289	ENSG00000100346	CACNA1I	calcium voltage-gated channel subunit alpha1 I	CACNA1I
chr11	61291501	61294787	3287	*	1.45680363073458	1.40266230171011e-09	Promoter (<=1kb)	11	61286263	61295026	8764	2	220001	ENST00000538579.1	239	ENSG00000167992	VWCE	von Willebrand factor C and EGF domains	VWCE
chr1	2020407	2023675	3269	*	1.41138380169134	1.40388295388117e-09	Promoter (<=1kb)	1	2022315	2030086	7772	1	2563	ENST00000640423.1	0	ENSG00000187730	GABRD	gamma-aminobutyric acid type A receptor subunit delta	GABRD
chr7	151273524	151276527	3004	*	1.30571418600768	1.40500694257582e-09	Promoter (<=1kb)	7	151238974	151275252	36279	2	6604	ENST00000469154.5	0	ENSG00000082014	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	SMARCD3
chr5	180645764	180648561	2798	*	1.4316743823025	1.43499657252916e-09	Promoter (<=1kb)	5	180620975	180649545	28571	2	2324	ENST00000424276.6	984	ENSG00000037280	FLT4	fms related receptor tyrosine kinase 4	FLT4
chr7	2498514	2499769	1256	*	1.58250397272376	1.48834326677065e-09	Distal Intergenic	7	2512529	2528427	15899	1	3955	ENST00000402506.5	-12760	ENSG00000106003	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	LFNG
chr4	2071657	2072879	1223	*	1.56744141671452	1.57633953562442e-09	3' UTR	4	2071960	2076447	4488	2	353497	ENST00000514521.5	3568	ENSG00000130997	POLN	DNA polymerase nu	POLN
chr17	2947261	2951200	3940	*	1.32288812503615	1.58385612381856e-09	Intron (ENST00000637138.1/23108, intron 4 of 25)	17	2939951	3034207	94257	1	23108	ENST00000697392.1	7310	ENSG00000132359	RAP1GAP2	RAP1 GTPase activating protein 2	RAP1GAP2
chr7	985980	987025	1046	*	1.60622007180772	1.59458817750011e-09	Promoter (<=1kb)	7	986401	987275	875	1	54905	ENST00000462453.1	0	ENSG00000073067	CYP2W1	cytochrome P450 family 2 subfamily W member 1	CYP2W1
chr7	155820017	155821032	1016	*	1.35769737336813	1.59458817750011e-09	Distal Intergenic	7	155799980	155812463	12484	2	6469	ENST00000297261.7	-7554	ENSG00000164690	SHH	sonic hedgehog signaling molecule	SHH
chr17	3925401	3929258	3858	*	1.40064424454967	1.61375103072853e-09	Promoter (<=1kb)	17	3925047	3928620	3574	2	489	ENST00000574999.1	0	ENSG00000074370	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	ATP2A3
chr19	601116	603360	2245	*	1.61342000234188	1.62663105119301e-09	Intron (ENST00000251287.3/610, intron 1 of 7)	19	589881	617159	27279	1	610	ENST00000251287.3	11235	ENSG00000099822	HCN2	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2	HCN2
chr1	230194367	230198592	4226	*	1.38104612939096	1.66733737398909e-09	Intron (ENST00000494106.1/2590, intron 2 of 6)	1	230255358	230282120	26763	1	2590	ENST00000485438.1	-56766	ENSG00000143641	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2	GALNT2
chr2	233060657	233064418	3762	*	1.33015894963034	1.6745432387406e-09	Promoter (<=1kb)	2	233060366	233141608	81243	1	3635	ENST00000451407.4	291	ENSG00000168918	INPP5D	inositol polyphosphate-5-phosphatase D	INPP5D
chr17	79519549	79521748	2200	*	1.35936651238893	1.7178013153623e-09	Intron (ENST00000693108.1/146713, intron 1 of 14)	17	79090816	79516148	425333	2	146713	ENST00000580155.5	-3401	ENSG00000167281	RBFOX3	RNA binding fox-1 homolog 3	RBFOX3
chr17	76136001	76143030	7030	*	1.31126454525386	1.73831223685545e-09	Promoter (<=1kb)	17	76138432	76145682	7251	1	100507218	ENST00000662723.1	0	ENSG00000267128	RNF157-AS1	RNF157 antisense RNA 1	RNF157-AS1
chr1	1984423	1986766	2344	*	1.5094775420081	1.74536103760374e-09	Exon (ENST00000493964.5/85452, exon 6 of 38)	1	1987962	1990929	2968	2	85452	ENST00000378590.4	4163	ENSG00000142609	CFAP74	cilia and flagella associated protein 74	CFAP74
chr7	1748574	1751292	2719	*	1.33225630463452	1.77777048943068e-09	Distal Intergenic	7	1738983	1742291	3309	2	101927125	ENST00000415399.1	-6283	ENSG00000236081	ELFN1-AS1	ELFN1 antisense RNA 1	ELFN1-AS1
chr8	143512727	143514105	1379	*	1.43077434133011	1.79746573418706e-09	Intron (ENST00000262577.6/23144, intron 3 of 11)	8	143484497	143507840	23344	2	23144	ENST00000528401.1	-4887	ENSG00000014164	ZC3H3	zinc finger CCCH-type containing 3	ZC3H3
chr17	80095413	80099682	4270	*	1.3813291524866	1.81151953835379e-09	Promoter (<=1kb)	17	80098828	80098877	50	1	100616121	ENST00000579691.2	0	ENSG00000265561	MIR1268B	microRNA 1268b	MIR1268B
chr4	1511839	1520402	8564	*	1.30325072416323	1.82076156531164e-09	Distal Intergenic	4	1574055	1580527	6473	2	152877	ENST00000466692.3	60125	ENSG00000174137	FAM53A	family with sequence similarity 53 member A	FAM53A
chr1	2899846	2901804	1959	*	1.62415973051118	1.82379226557283e-09	Distal Intergenic	1	2814056	2817767	3712	1	124903825	ENST00000664694.1	85790	ENSG00000287396	LOC124903825	uncharacterized LOC124903825	LOC124903825
chr20	63362392	63365589	3198	*	1.3372829078067	1.92214305455247e-09	Promoter (<=1kb)	20	63356371	63365339	8969	2	1137	ENST00000675470.1	0	ENSG00000101204	CHRNA4	cholinergic receptor nicotinic alpha 4 subunit	CHRNA4
chr8	143877654	143884792	7139	*	1.53846913877524	1.92214305455247e-09	Promoter (<=1kb)	8	143857324	143878467	21144	2	83481	ENST00000615648.2	0	ENSG00000261150	EPPK1	epiplakin 1	EPPK1
