gene_symbol	annotation	fold_change	FDR	distance_to_TSS
KCNQ1	Intron (ENST00000496887.7/3784, intron 2 of 15)	1.39189550436671	1.76002392199818e-07	63308
LMX1B	Exon (ENST00000457964.1/ENST00000457964.1, exon 1 of 2)	1.39178835010844	7.71825753395239e-09	26442
PLK5	Promoter (<=1kb)	1.39123551571096	1.67325748206867e-08	0
ABCG8	Exon (ENST00000644611.1/64241, exon 4 of 9)	1.38854706569751	1.06667982888173e-09	12535
CABP4	Promoter (<=1kb)	1.387677869039	1.74741552812249e-10	0
SLC26A1	Promoter (<=1kb)	1.38766815621839	4.91760987600681e-10	-382
TBC1D3P1-DHX40P1	Promoter (<=1kb)	1.38765248576901	1.19901950882683e-07	0
FOXB2	Promoter (<=1kb)	1.38753277128783	1.44436938744538e-10	-156
MRFAP1L2	Intron (ENST00000645429.1/93622, intron 2 of 2)	1.38675224630064	1.04838128570248e-07	-4456
ADAM33	Promoter (<=1kb)	1.38584038967003	1.02433137086148e-08	0
HS3ST6	Promoter (<=1kb)	1.38583806003843	5.21712744616432e-08	-745
LINC03048	Intron (ENST00000574472.1/124904083, intron 2 of 2)	1.38547428850608	5.15175802285521e-09	6211
BAHCC1	Promoter (2-3kb)	1.38523152169166	1.20284076231056e-07	-2315
DGKQ	Promoter (<=1kb)	1.38478092469337	1.06385848176616e-07	0
MAPK15	Promoter (<=1kb)	1.38456316490201	1.61220207960372e-08	0
SHC2	Promoter (<=1kb)	1.3843605404731	8.92552582530192e-09	0
KCNQ2	Promoter (<=1kb)	1.38385554186013	3.2383331220789e-10	0
UNCX	Distal Intergenic	1.38358367018348	5.76307590214622e-07	79648
GOLGA6L10	Exon (ENST00000613213.4/390660, exon 18 of 20)	1.38331229620803	5.76961474405361e-06	17413
CXXC1	Distal Intergenic	1.38135746232582	3.77568810886167e-05	-10074
MIR1268B	Promoter (<=1kb)	1.3813291524866	1.81151953835379e-09	0
ABCB8	Promoter (<=1kb)	1.38114615411202	2.78048345142696e-08	-361
GALNT2	Intron (ENST00000494106.1/2590, intron 2 of 6)	1.38104612939096	1.66733737398909e-09	-56766
HS6ST1	Distal Intergenic	1.38008295354991	1.37257347547654e-08	-40215
LY6H	Promoter (1-2kb)	1.37987082780529	1.39254560183111e-07	1016
KIF1A	Promoter (<=1kb)	1.37974823745013	3.19936407408241e-07	0
GCGR	Promoter (<=1kb)	1.3795422787034	1.754983145472e-08	0
MYO5B	Distal Intergenic	1.37951335361089	0.000411228121797339	-19225
ZBTB46	Promoter (1-2kb)	1.37938873319195	1.08092262108206e-07	-1170
DLGAP2	Intron (ENST00000637795.2/9228, intron 2 of 14)	1.37910935496664	5.53896695569206e-05	49872
DOK7	Promoter (<=1kb)	1.37910173609368	1.03564298863631e-09	0
TSSC4	Exon (ENST00000433035.1/ENST00000433035.1, exon 2 of 2)	1.37867508294591	3.4255454046471e-07	4630
ALPI	Distal Intergenic	1.37816548699594	2.78136840414579e-09	-15432
CA12	Promoter (<=1kb)	1.37795494595058	3.46017249769553e-12	758
RBFOX3	Promoter (<=1kb)	1.37782786353987	1.92214305455247e-09	448
GRID1	Promoter (<=1kb)	1.37765185357052	1.85604445543698e-08	537
ELFN1-AS1	Promoter (<=1kb)	1.37754303633057	4.567475965738e-08	114
FBXL6	Promoter (<=1kb)	1.37705045581499	1.4917187911216e-08	0
LOC100133077	Intron (ENST00000371372.6/774, intron 11 of 46)	1.37690261266258	4.16854131216244e-07	-80353
TMEM114	Promoter (<=1kb)	1.37637111584145	3.28506900961793e-05	0
LINC03048	Promoter (<=1kb)	1.37545667315174	3.45668660090947e-10	0
SEPTIN5	Promoter (<=1kb)	1.37526764663943	3.66218678385374e-05	0
LINC02280	Distal Intergenic	1.37513383065372	6.97862912638189e-10	21709
SECTM1	Promoter (2-3kb)	1.37468799927662	1.64479490655675e-08	2872
SLCO4A1	Promoter (<=1kb)	1.37455543124308	5.55868648991413e-10	0
EEF1A2	Promoter (<=1kb)	1.37440331131745	7.39167533448667e-09	0
CRB2	Promoter (<=1kb)	1.37398567146258	1.11040734141896e-08	0
DKFZP434A062	Promoter (<=1kb)	1.37375470263433	3.4809939135265e-08	26
LINC01377	Distal Intergenic	1.37368335984591	2.72190489003543e-05	25455
GRAMD4	Promoter (<=1kb)	1.37362243854444	3.72683542100017e-06	465
LOC124901465	Exon (ENST00000609107.1/401286, exon 3 of 3)	1.37357655910143	1.32455916313269e-08	-8457
PALM	Promoter (1-2kb)	1.37327979197725	1.70434085294644e-07	1524
RASGEF1A	Promoter (1-2kb)	1.37296656183552	1.31585342585859e-08	1522
LOC124903827	Promoter (<=1kb)	1.37291020748614	3.88992005989126e-09	0
LINC01488	Distal Intergenic	1.37288487098928	1.34225898959326e-08	43841
NOTUM	Promoter (<=1kb)	1.37279071374568	6.64419709680933e-11	766
LOC105376121	Promoter (<=1kb)	1.37234508749104	7.68485164876571e-05	424
CFAP46	Exon (ENST00000368586.10/54777, exon 35 of 58)	1.37215694216617	1.14963241953361e-07	10114
ISG15	Promoter (1-2kb)	1.37169888469465	3.45228167557286e-09	1947
AXIN1	Promoter (<=1kb)	1.37167786452213	1.22903521607833e-06	-828
STPG3-AS1	Promoter (<=1kb)	1.37133425128038	5.57528815233663e-08	0
PER1	Promoter (<=1kb)	1.37052978675056	2.00759230631116e-06	909
TNNT3	Promoter (<=1kb)	1.37000152169805	1.1845121816134e-08	0
LOC124900652	Distal Intergenic	1.36984534732012	1.70392354475794e-06	51364
AGPAT2	Promoter (2-3kb)	1.36940771137221	1.28809369893267e-07	-2715
C1orf127	Promoter (<=1kb)	1.36936588197625	2.31322235532852e-07	0
LINC01970	Distal Intergenic	1.36900546338805	3.72181253368069e-07	-10318
PNMA6E	3' UTR	1.36850124403164	2.62252906341254e-06	3684
SLC29A4	Promoter (<=1kb)	1.36849142305158	1.65985484063567e-08	0
GRID2IP	Promoter (<=1kb)	1.36835312992157	3.82128685128589e-07	-626
KLHL17	Promoter (<=1kb)	1.36833251484486	2.50335505037264e-05	157
ATP2B3	Intron (ENST00000263519.5/492, intron 3 of 21)	1.36784885857077	2.2757970256758e-07	3318
LINC01509	Distal Intergenic	1.36769299309137	1.09804173588344e-05	22898
GGT5	Promoter (<=1kb)	1.36757840504416	1.4584498027187e-10	0
GRID2IP	Promoter (1-2kb)	1.36691847336119	3.0521229073817e-07	1541
CPLX1	Exon (ENST00000568585.1/ENST00000568585.1, exon 1 of 1)	1.36681814709702	8.8090298329019e-09	-7594
CFAP46	Exon (ENST00000368586.10/54777, exon 41 of 58)	1.36672535111432	2.08798670308421e-07	-10041
LINC00322	Distal Intergenic	1.36600505146028	8.0732754104316e-06	-10622
LOC124902033	Promoter (<=1kb)	1.36581182614672	1.92214305455247e-09	0
P2RX5	Promoter (1-2kb)	1.3655851256029	1.754983145472e-08	1748
DUSP9	Promoter (<=1kb)	1.3655276880157	4.22559564107682e-09	-364
OTOP2	Promoter (<=1kb)	1.36532423713421	5.88172280687627e-08	-547
SCRT1	Promoter (<=1kb)	1.36398456080466	4.08150956364693e-08	493
LDB3	Exon (ENST00000685347.1/11155, exon 14 of 17)	1.36362803646161	5.35358075732997e-10	-4612
UNCX	Distal Intergenic	1.36337335025733	3.84347856331229e-07	27114
MADCAM1	Promoter (<=1kb)	1.36329483732669	8.69224228357669e-08	-573
KIF17	Promoter (2-3kb)	1.36309176031852	9.39470105143435e-09	-2123
KCNH2	Promoter (<=1kb)	1.36295003312671	4.50482687463735e-08	0
PDCD1	Promoter (<=1kb)	1.36246901556488	1.82978559173116e-07	0
LOC101929614	Distal Intergenic	1.36176785355776	6.1140951734395e-08	-114560
UTF1	Promoter (2-3kb)	1.36096263891146	3.27152525309077e-08	-2753
GALNT16	Promoter (<=1kb)	1.36020788966335	8.66829429206412e-10	555
ADGRB1	Intron (ENST00000643448.1/575, intron 17 of 30)	1.36011451740443	1.59157485348665e-08	27887
SHISA8	Promoter (<=1kb)	1.35960745053494	1.25693631965179e-08	0
RBFOX3	Intron (ENST00000693108.1/146713, intron 1 of 14)	1.35936651238893	1.7178013153623e-09	-3401
GLB1L3	Promoter (<=1kb)	1.35908155722317	7.12316917240458e-08	0
CDC42BPG	Promoter (<=1kb)	1.35873713311285	7.35046225044069e-08	0
SNX29P2	Intron (ENST00000562902.2/653390, intron 2 of 2)	1.35848024901233	7.03824046759575e-07	-6255
SHH	Distal Intergenic	1.35769737336813	1.59458817750011e-09	-7554
RTN4R	Distal Intergenic	1.35662455823813	6.5907612229041e-09	11154
STK32C	Intron (ENST00000368622.5/282974, intron 1 of 11)	1.35646503950335	1.64062262618393e-07	-7272
MTDH	Distal Intergenic	1.35616333887222	2.068054363193e-09	-113217
PERM1	Promoter (<=1kb)	1.35609671505833	6.73361723883964e-08	0
CIAO3	Distal Intergenic	1.35591413087975	0.000122920604764954	-6216
LINC02171	Distal Intergenic	1.35587573800412	7.74309811733991e-07	-27562
RNU6ATAC	Distal Intergenic	1.35581363782609	5.15232768076392e-09	-11970
PUSL1	Promoter (<=1kb)	1.35461027152696	4.69028664236626e-08	0
PLPP7	Intron (ENST00000645295.1/105376299, intron 1 of 4)	1.35458560746304	2.28453770711456e-06	8385
MIR4251	Intron (ENST00000511072.5/63976, intron 1 of 15)	1.35449383658613	8.00606737622634e-05	-14330
PTDSS2	Promoter (1-2kb)	1.35446167057076	7.59584824600875e-05	1247
MTDH	Distal Intergenic	1.35444314392241	2.40093418807242e-05	-128923
PFKL	Promoter (2-3kb)	1.35416619915542	1.26695505930351e-08	-2331
LINC03048	Promoter (<=1kb)	1.35266393731699	7.33960445648857e-08	0
LINC01300	Distal Intergenic	1.35235746699465	1.61852841401261e-07	-3365
MSTN	Intron (ENST00000478197.1/ENST00000478197.1, intron 1 of 1)	1.35145000597759	7.76376773946354e-06	16704
GREP1	Exon (ENST00000573315.2/283875, exon 20 of 35)	1.35135946668108	1.00762235558403e-08	6367
KCNK9	3' UTR	1.35057333951561	3.48539745977811e-08	-26518
PRR5	Promoter (1-2kb)	1.35026355837049	3.5137447547196e-07	1709
SLA2	Exon (ENST00000262866.9/84174, exon 3 of 8)	1.35015723243906	4.91210388983829e-07	11017
AHRR	Promoter (2-3kb)	1.34981975460913	3.58380227519694e-06	-2925
LINC02078	Distal Intergenic	1.34979710555271	1.62306137822929e-08	7229
TRAPPC9	Intron (ENST00000438773.4/83696, intron 21 of 22)	1.34960190569975	8.54097507815707e-08	23762
EVPLL	Promoter (<=1kb)	1.3488002897349	4.32899309071662e-09	0
SLC38A10	Promoter (<=1kb)	1.34793951770468	3.21388111741686e-06	118
CBX4	Promoter (<=1kb)	1.34778653410413	1.33077760511608e-08	-676
NT5M	Distal Intergenic	1.34712699510451	4.41945140089325e-11	32317
PRDM16	Promoter (<=1kb)	1.34627237779244	1.19754577100678e-07	-102
PDE6G	Promoter (<=1kb)	1.34570106107002	4.91210388983829e-07	0
CCDC154	Promoter (<=1kb)	1.34560569298672	7.61317657367072e-07	4
SPHK1	Promoter (<=1kb)	1.34547835479495	2.24331166217356e-10	0
TMEM105	Promoter (1-2kb)	1.34532462029241	2.42346967953995e-08	-1395
SH2D5	Promoter (<=1kb)	1.3450902965717	7.01501442143345e-09	0
PRKAR1B-AS2	Intron (ENST00000544935.5/5575, intron 9 of 10)	1.34501492249721	4.3853427643135e-08	-6594
SLC22A11	Promoter (1-2kb)	1.34434111140586	4.10845032188697e-08	-1189
SLC19A1	Promoter (<=1kb)	1.34381338864285	2.65260629177567e-08	0
SLC22A31	Promoter (<=1kb)	1.34331618007085	1.85364023170428e-08	0
NKX1-1	Distal Intergenic	1.34328380410019	1.58116968802652e-08	-64474
CES5AP1	Promoter (<=1kb)	1.34281677163491	6.47422159953048e-08	0
STAB1	Exon (ENST00000321725.10/23166, exon 2 of 69)	1.34279360588521	1.21442447893259e-07	-5204
UNC5A	Promoter (<=1kb)	1.34267019736582	7.7559013732237e-09	0
SHC2	Promoter (1-2kb)	1.34252820720694	1.14965977175774e-08	1286
SCX	Intron (ENST00000569669.6/23246, intron 3 of 15)	1.34222319886872	1.62125963995843e-06	3641
CACNA1B	Promoter (2-3kb)	1.34201689615113	1.91654625036747e-07	2886
GCGR	Promoter (1-2kb)	1.34188379678917	2.24565679269798e-09	-1114
MIOX	Promoter (<=1kb)	1.34182276757092	7.70485674161038e-10	0
SNHG7	Promoter (<=1kb)	1.34168461490776	7.24394457948634e-08	-701
PRKCZ	Promoter (<=1kb)	1.34071992025647	4.59741021937412e-09	0
SMOC2	Distal Intergenic	1.34063109449385	1.71042558906758e-06	-53430
CAMTA1-AS1	Intron (ENST00000303635.12/23261, intron 6 of 22)	1.34059805218989	3.06901302978848e-07	-41479
C16orf92	Promoter (<=1kb)	1.33965979837106	6.76181267837714e-07	0
PLCXD1	Distal Intergenic	1.33860227229917	9.9712910974847e-05	-17682
RHPN1	Distal Intergenic	1.33830518114003	4.43400550889523e-08	5669
ARHGEF16	Distal Intergenic	1.33773683637602	2.73858740879446e-11	-10208
BAIAP3	Promoter (<=1kb)	1.33768868558685	2.90897851045186e-08	0
CHRNA4	Promoter (<=1kb)	1.3372829078067	1.92214305455247e-09	0
SLC6A19	Distal Intergenic	1.33675870562841	1.0127752926953e-05	-7775
A4GALT	Distal Intergenic	1.33674656622134	3.68688136300064e-06	-13160
HELT	Promoter (<=1kb)	1.336595611558	6.1223392598509e-06	296
FAM53A	Promoter (<=1kb)	1.33657786685304	3.77897058949529e-06	-586
LHX3	Distal Intergenic	1.33635706140771	1.98126483200905e-10	21705
OTOP3	Exon (ENST00000331427.9/92736, exon 6 of 7)	1.33549082829521	5.38800602076865e-07	-4948
HRH3	Promoter (1-2kb)	1.33490286806899	4.27420168303446e-09	1629
GRIN3B	Promoter (<=1kb)	1.33426743057643	8.17283501694838e-07	883
SDK2	Exon (ENST00000392650.8/54549, exon 35 of 45)	1.33368169649136	1.77156448581995e-07	-9969
MYT1	Promoter (<=1kb)	1.3334258990097	2.6181456480029e-10	-993
SSBP4	Promoter (<=1kb)	1.33317822756985	2.54210907059872e-07	291
CYGB	Promoter (<=1kb)	1.33294017656128	3.77210268955248e-10	0
QSOX2	Exon (ENST00000640235.1/ENST00000640235.1, exon 1 of 2)	1.3327887735904	1.06385848176616e-07	-18159
HAND1	Promoter (<=1kb)	1.33266278755687	2.04437702824254e-09	0
TMEM235	Promoter (<=1kb)	1.33231243582745	8.25977437301304e-10	0
ELFN1-AS1	Distal Intergenic	1.33225630463452	1.77777048943068e-09	-6283
MYO7A	Intron (ENST00000409709.9/4647, intron 3 of 48)	1.33222610512484	2.65125555593895e-08	6545
LINC01451	Distal Intergenic	1.33192491208561	1.56021857132482e-07	14076
NPR3	Intron (ENST00000509104.5/4883, intron 3 of 5)	1.33169009588523	4.55424200228128e-07	59367
PEMT	Promoter (<=1kb)	1.33092591260966	1.73820137722163e-07	569
RET	Promoter (1-2kb)	1.33091667612716	5.70539126925937e-09	1231
PLCH2	Intron (ENST00000609981.5/9651, intron 2 of 3)	1.33075096724515	1.40656619457607e-07	-6020
SAMD11	Promoter (<=1kb)	1.33034725958365	6.97108114849106e-08	0
LMF1	Intron (ENST00000655150.1/ENST00000655150.1, intron 2 of 3)	1.33029145907121	4.6921494173933e-06	27295
INPP5D	Promoter (<=1kb)	1.33015894963034	1.6745432387406e-09	291
MYT1L	5' UTR	1.32991292305465	3.32066757171922e-06	-21857
MMD2	Promoter (<=1kb)	1.32986315064124	8.24311028171265e-09	0
PLXNB2	Promoter (1-2kb)	1.32943960684215	5.49926340860776e-08	-1620
CFAP99	Promoter (<=1kb)	1.32927355771991	1.66346861655769e-08	0
PRDM12	Exon (ENST00000253008.3/59335, exon 4 of 5)	1.32914858631107	4.40248522561357e-09	11990
MSANTD1	Promoter (<=1kb)	1.32884324581326	1.18709096122065e-07	-494
TMEM105	Intron (ENST00000650606.1/284186, intron 1 of 2)	1.32865248219573	1.9255830731327e-06	7842
GRIN1	Promoter (<=1kb)	1.32717791519667	5.74836267277902e-08	443
NEK8	Promoter (<=1kb)	1.32717389160955	1.72099779402235e-10	0
CPLX1	Promoter (1-2kb)	1.32686538687872	3.86354930277642e-07	-1142
CHKB	Promoter (<=1kb)	1.32580910825154	7.01345978907773e-09	0
TPSD1	Promoter (<=1kb)	1.32550984909101	7.98557536783705e-06	0
RADIL	Promoter (<=1kb)	1.324939207622	1.4917187911216e-08	0
ALPG	Promoter (<=1kb)	1.32471818218993	1.57555785512528e-05	0
LINC00322	Distal Intergenic	1.32353288773878	1.19404573955079e-05	17834
FAM53A	Distal Intergenic	1.32310372302987	2.79889019095982e-08	16308
RAP1GAP2	Intron (ENST00000637138.1/23108, intron 4 of 25)	1.32288812503615	1.58385612381856e-09	7310
CYBA	Promoter (<=1kb)	1.32273713031393	3.66853445906627e-06	798
FGD3	3' UTR	1.32241311034636	1.26695505930351e-08	4049
GFPT2	Distal Intergenic	1.32239894297764	4.53163039684395e-07	-8138
SHH	Distal Intergenic	1.32082639239848	2.03434966571725e-10	-17609
HS3ST6	Distal Intergenic	1.32036279619061	2.14989907829683e-08	10620
RASGEF1C	Promoter (1-2kb)	1.32030378844253	6.33001603255413e-09	-1956
UPP2	Intron (ENST00000605860.5/151531, intron 1 of 9)	1.31951889471913	3.15840874338059e-06	55932
PTP4A3	Promoter (<=1kb)	1.319272001545	1.68535290961916e-08	0
MMEL1	Exon (ENST00000378412.8/79258, exon 10 of 24)	1.31924238098727	0.000513323666684545	5993
LINC00163	Promoter (1-2kb)	1.31870849280467	5.06571391857712e-08	1501
ST8SIA2	Intron (ENST00000268164.8/8128, intron 4 of 5)	1.31797462433249	4.58616593670669e-08	5930
MIR4694	Intron (ENST00000360655.8/89797, intron 1 of 37)	1.31786655328303	1.02644936458451e-11	-5584
DISP3	Exon (ENST00000294484.7/57540, exon 11 of 21)	1.31781970832634	1.82360642727883e-06	-9235
MIR9-3HG	Promoter (<=1kb)	1.31771602324473	8.7276296087251e-10	0
EN2	Promoter (1-2kb)	1.31733272700635	5.89337041422752e-08	-1664
LOC101928965	Intron (ENST00000424201.7/9254, intron 3 of 37)	1.31698223155858	0.000491885568725744	49750
ZFPM1	Distal Intergenic	1.31673173703501	4.56147758267854e-08	-8780
FNDC11	Promoter (<=1kb)	1.3167071939657	1.64479490655675e-08	0
PGAM5	Intron (ENST00000317479.8/5827, intron 4 of 4)	1.31661571846091	1.97808542647033e-05	-6216
FLNC-AS1	Exon (ENST00000325888.13/2318, exon 43 of 48)	1.31570196727424	3.48535622606845e-08	4193
MIR8071-1	Promoter (<=1kb)	1.31567280170032	1.33768695170448e-06	0
PIGX	Exon (ENST00000328557.5/375387, exon 3 of 3)	1.31434041321103	7.99017735529712e-07	19868
CDC34	Distal Intergenic	1.31417466638157	9.70666060055336e-08	-5181
LOC124901465	Distal Intergenic	1.3133724750719	5.19519012923643e-08	-124168
LOC100288175	Promoter (2-3kb)	1.31321738915994	1.00299433815624e-07	2353
MUC2	Exon (ENST00000361558.7/4583, exon 35 of 49)	1.3128796077925	6.58140194933679e-06	3060
UVRAG	Distal Intergenic	1.31285159599274	2.69185909960224e-07	43634
HSF1	Promoter (<=1kb)	1.31267330041053	0.000110643443646517	0
GALNT9	Intron (ENST00000328957.13/50614, intron 1 of 10)	1.31255596291259	0.000238334246534762	-16314
BAIAP2-DT	Promoter (<=1kb)	1.31254456824288	8.84304720270453e-08	157
LINC01342	Distal Intergenic	1.31175624189175	0.000257536887076189	9822
KCNH2	Intron (ENST00000262186.10/3757, intron 2 of 14)	1.3117366088451	9.39470105143435e-09	4251
CHD5	Intron (ENST00000262450.8/26038, intron 1 of 41)	1.31155606471439	1.07360600542517e-07	7887
RNF157-AS1	Promoter (<=1kb)	1.31126454525386	1.73831223685545e-09	0
NOC4L	Promoter (2-3kb)	1.31120023655284	1.81568091524836e-06	2948
NMRK2	Promoter (<=1kb)	1.31011713568482	6.87219034094873e-07	0
ZFPM1	Promoter (1-2kb)	1.31000387744527	5.02254803750318e-08	-1354
NECAB2	Promoter (<=1kb)	1.30992277759317	3.24463788274855e-07	0
NR4A1	Promoter (<=1kb)	1.3089313760189	9.62608257657731e-07	-154
CASZ1	Intron (ENST00000377022.8/54897, intron 2 of 20)	1.3087635179719	4.56134663037323e-07	39421
ECHDC3	Exon (ENST00000496136.5/79746, exon 6 of 6)	1.30868056755837	1.52927416591527e-05	13766
RAP1GAP	Promoter (<=1kb)	1.30836060316452	2.15629715696595e-08	0
ADGRB1	Intron (ENST00000643448.1/575, intron 2 of 30)	1.30826805131149	2.26580127687552e-08	-4342
PCTP	Intron (ENST00000573500.5/58488, intron 5 of 5)	1.30813833696138	0.000441435500129164	27136
MYT1	Promoter (1-2kb)	1.30727577201315	9.64140897360236e-06	1920
FAAP20	Promoter (<=1kb)	1.30702888220199	2.13541577366547e-08	-548
EN2	Exon (ENST00000419225.1/ENST00000419225.1, exon 2 of 3)	1.30701655485549	2.06812707258697e-10	-4612
TMEM271	Distal Intergenic	1.30698413807143	3.0443085567015e-06	8237
LINC01342	Exon (ENST00000416774.1/254099, exon 3 of 3)	1.3063599145202	0.000539764662171073	5004
MIR4488	Promoter (<=1kb)	1.30621466577032	7.9401393992757e-08	0
SMARCD3	Promoter (<=1kb)	1.30571418600768	1.40500694257582e-09	0
GUCY2EP	Intron (ENST00000533588.1/ENST00000533588.1, intron 2 of 2)	1.30562019985569	6.08402155819328e-08	14072
PROP1	Distal Intergenic	1.30526654446878	3.47096202423874e-07	8557
GPIHBP1	Distal Intergenic	1.30502961194016	3.86354930277642e-07	14183
NT5M	Distal Intergenic	1.30492922274213	2.61542601108416e-10	39056
FAM222A-AS1	Intron (ENST00000418703.7/59341, intron 11 of 14)	1.30492184061542	1.26127936426864e-05	-15238
LINC02907	Distal Intergenic	1.30482649928172	1.93640335223944e-07	54627
PRDM16	Intron (ENST00000511072.5/63976, intron 1 of 15)	1.30358666399645	4.76134648385525e-07	10610
DCXR	Promoter (<=1kb)	1.30325607905764	1.67113244819195e-07	0
FAM53A	Distal Intergenic	1.30325072416323	1.82076156531164e-09	60125
FASN	Promoter (1-2kb)	1.30309888544672	2.61280738559409e-06	-1887
AMZ1	Promoter (<=1kb)	1.3030481726116	2.77197637783204e-08	0
FGFR3	Promoter (1-2kb)	1.30278840198514	2.01000326423491e-08	1915
RGS12	Promoter (<=1kb)	1.30269782262847	6.37268044828316e-07	0
SPON2	Promoter (<=1kb)	1.30239199505556	3.07675826563285e-08	787
MATK	Exon (ENST00000262961.9/23217, exon 15 of 19)	1.30183532321006	6.22253475056587e-07	-7294
SMIM10L2A	Exon (ENST00000426910.1/ENST00000426910.1, exon 1 of 1)	1.30178237196035	9.13341994020722e-05	15614
COMP	Promoter (2-3kb)	1.30173974071553	2.78138135780951e-06	2914
SLC17A9	Promoter (<=1kb)	1.30166904715954	4.20918491591479e-07	912
PTPRN2-AS1	Intron (ENST00000389413.7/5799, intron 11 of 21)	1.30148782285753	6.48860957332603e-07	18911
RAP1GAP2	Promoter (2-3kb)	1.30142928203223	2.49245445479927e-07	-2753
RADIL	Promoter (<=1kb)	1.30138713794288	3.59215462597979e-09	0
KCNJ4	Promoter (1-2kb)	1.30111135962171	2.14155699188395e-09	-1173
SUSD2	Downstream (<=300bp)	1.30069335741743	5.79502713288943e-09	6659
TRAPPC9	Intron (ENST00000438773.4/83696, intron 21 of 22)	1.30058060775867	2.14155699188395e-09	12073
RBPMS2	Intron (ENST00000300069.5/348093, intron 1 of 7)	1.30052369581505	2.95792004456258e-09	5059
CRACR2B	Promoter (<=1kb)	1.30040811204443	4.82769984635328e-07	0
GPR20	Promoter (<=1kb)	1.30003975057753	6.30261755948353e-08	112
PKP3	Promoter (<=1kb)	1.29992908672588	0.00071803327108133	0
SHISAL1	Distal Intergenic	1.29976593109482	6.44284735469749e-06	-40532
MAPK12	Promoter (<=1kb)	1.29969238797024	2.04719309689094e-09	0
PRDM16	Promoter (2-3kb)	1.29967092353581	0.000401085030435786	2347
DAGLB	Exon (ENST00000457091.3/392862, exon 14 of 22)	1.29957303937367	0.000154019232423483	-21567
ADGRA1	Intron (ENST00000392607.8/84435, intron 5 of 6)	1.29928660211151	6.54680859286835e-06	19864
BIRC7	Promoter (<=1kb)	1.29911919634071	7.75095671824451e-08	104
ZNF853	Promoter (<=1kb)	1.29902065133896	2.99649105101782e-08	0
STARD10	Promoter (<=1kb)	1.29895235232738	1.66013957023982e-07	0
